ID;Start Date;End Date;Display Date;Title;City;Venue;Type;Org. Body;# of Cat. Entries;# of Artists;Status
1470;1907-00-00;;;Выставка Картин Союза Русских Художников;Saint Petersburg;Saint Petersburg (exact location unknown);group;;294;45;completed
1195;1907-01-00;;beg/01/1907;[Hans Schlesinger];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
83;1907-01-00;1907-02-00;;XXVIII. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession. Münchner Secession;Vienna;Gebäude der Secession;group;;178;54;proof read
962;1907-01-04;1907-01-22;;IX. Jahrgang. Winter 1906/07. IV. Ausstellung. [Kollektionen von Max Beckmann und Georg Minne];Berlin;Paul Cassirer;group;Paul Cassirer;65;3;proof read
84;1907-01-10;1907-01-19;;Exposition Sickert;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;85;1;completed
85;1907-01-14;1907-02-10;;Exposition de Peintures & de Sculptures;Paris;Galerie B. Weill;group;Galerie B. Weill;48;7;proof read
86;1907-01-21;1907-02-02;;Exposition Paul Signac;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;80;1;completed
82;1907-01-24;1907-02-18;;IX. Jahrgang. Winter 1906/1907. V. Ausstellung. [Kollektionen Paul Baum, Lovis Corinth, Georg Kolbe, Adolphe Monticelli, Edvard Munch];Berlin;Paul Cassirer;group;Paul Cassirer;112;7;proof read
990;1907-02-00;;;Kollektion Max Kurzweil;Vienna;Galerie Miethke;solo;Galerie Miethke;24;1;proof read
1112;1907-02-00;;;Wilhelm Bernatzik. 1853-1906;Vienna;Galerie Miethke;solo;Galerie Miethke;130;1;proof read
87;1907-02-01;1907-02-15;;Exposition F. Picabia;Paris;Galerie Haussmann;solo;Galerie Haussmann;76;1;proof read
88;1907-02-05;1907-02-25;;Société des Peintres du Paris Moderne. Quatrième Exposition;Paris;Grand Palais des Champs Elysées;group;Société des Peintres du Paris Moderne;318;46;completed
89;1907-02-11;1907-02-23;;Exposition Albert Marquet;Paris;Galerie Druet;solo;Galerie Druet;39;1;proof read
1098;1907-02-14;1907-03-10;;Exposition de Peintures;Paris;Galerie B. Weill;group;Galerie B. Weill;46;5;proof read
734;1907-02-15;1907-02-28;;Exposition Luce;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;54;1;proof read
963;1907-02-21;1907-03-20;;IX. Jahrgang. Winter 1906/07. VI. Ausstellung. [Kollektionen von Camille Pissarro, Heinrich Linde-Walther, Ernst Oppler, Paul Baum, Fanny Remak, Frotz Rhein];Berlin;Paul Cassirer;group;Paul Cassirer;87;6;proof read
90;1907-03-00;;;A Nemzeti Szalon. Első csoportkiállítás;Budapest;Nemzeti Szalon;group;Nemzeti Szalon;124;21;proof read
1135;1907-03-00;;Frühling 1907;Hagenbund. Zweiundzwanzigste Ausstellung;Vienna;Räume des Künstlerbundes Hagen - Zedlitzgasse;group;Künstlerbund Hagen / Hagenbund;257;33;completed
1260;1907-03-00;1907-05-00;;XXIX. Ausstellung der Vereinigung bildender Künstler Österreichs Secession Wien;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;286;53;proof read
796;1907-03-01;1907-04-00;01/03/1907 - end/04/1907;"Frühjahr-Ausstellung des Vereins bildender Künstler Münchens ""Secession""";Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";288;91;proof read
1239;1907-03-02;1907-03-04;;Collection de M. George Viau;Paris;Galeries Durand-Ruel;auction;Galeries Durand-Ruel;89;20;proof read
92;1907-03-02;1907-04-02;;L'Exposition d'Art Français Contemporain au Chateau Des Rohan;Strasbourg;Chateau des Rohan;group;Société des Amis des Arts de Strasbourg;585;101;proof read
93;1907-03-03;1907-04-03;;La Libre Esthétique. Quatorzième Exposition;Brussels;Brussels (exact location unknown);group;La Libre Esthétique;254;32;proof read
94;1907-03-10;1907-03-10;;Tableaux, Aquarelles & Pastels composant la vente Odilon Redon;Paris;Hôtel Drouot;solo;Hôtel Drouot;53;1;proof read
126;1907-03-12;;;Meunier kiállítás a városligeti Műcsarnokban;Budapest;Műcsarnok;solo;Országos Magyar Képzőművészeti Társulat;198;2;proof read
91;1907-03-15;1907-04-28;;Paul Gauguin [und französische Postimpressionisten];Vienna;Galerie Miethke;group;Galerie Miethke;137;11;proof read
1240;1907-03-19;1907-03-22;;Collection de M. George Viau (Deuxième Vente);Paris;Galeries Durand-Ruel;auction;Galeries Durand-Ruel;196;72;proof read
95;1907-03-20;1907-04-30;;Société des Artistes Indépendants: 23e exposition;Paris;Serres de la Ville de Paris (Cours-la-Reine);group;Société des Artistes Indépendants;0;0;pending
964;1907-03-23;1907-04-12;;IX. Jahrgang. Winter 1906/07. VII. Ausstellung. [Kollektion altenglischer Meister];Berlin;Paul Cassirer;group;Paul Cassirer;121;16;proof read
98;1907-03-25;1907-04-06;;Exposition René Seyssaud;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;95;1;proof read
99;1907-03-31;1907-05-12;;"Выставка Картин ""Голубая Роза""";Moscow;Дом Ивана Кузнецова;group;;105;15;proof read
1196;1907-04-00;1907-05-00;;[Wilhelm List];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
881;1907-04-00;1907-05-00;;Exhibition of Paintings, Drawings and Coloured Reliefs by Robert Anning Bell, R.W.S.;London;The Fine Art Society;solo;The Fine Art Society;64;1;proof read
102;1907-04-00;1907-05-00;;Tentoonstelling van Kunstwerken Vervaardigd door Leden der Maatschappij;Amsterdam;Amsterdam (exact location unknown);group;Arti et Amicitiae;257;198;completed
103;1907-04-01;1907-05-15;;Zeventiende Jaarlijksche Tentoonstelling van Kunstwerken vaan Leden der Vereeniging;Amsterdam;Stedelijk Museum;group;Vereeniging Sint Lucas;340;167;completed
1400;1907-04-06;1907-04-30;;Collectiv-Ausstellung von Edvard Munch, Aasgaardstrand;Bielefeld;Kunstsalon Fischer;solo;Kunstsalon Fischer;44;1;proof read
104;1907-04-08;1907-04-20;;Exposition Maurice Denis;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;65;1;completed
105;1907-04-08;1907-04-20;;Pierre Laprade: Exposition de ses peintures;Paris;Galerie Druet;solo;Galerie Druet;34;1;proof read
106;1907-04-11;1907-06-13;;Eleventh Annual Exhibition;Pittsburgh;Carnegie Institute;group;;0;0;pending
107;1907-04-14;1907-06-30;;Ouvrages de Peinture, Sculpture, Dessin, Gravure, Architecture, Art Décoratif et Arts appliqués, XVIIe Exposition;Paris;Grand Palais des Champs Elysées;group;;0;0;pending
834;1907-04-15;1907-05-06;;Exposition de dessins, aquarelles et lithographies de H. Daumier;Paris;Galeries Paul Rosenberg / L. & P. Rosenberg Fils;solo;Galeries Paul Rosenberg / L. & P. Rosenberg Fils;80;1;proof read
965;1907-04-16;1907-05-07;;[IX. Jahrgang. VIII. Ausstellung];Berlin;Paul Cassirer;group;Paul Cassirer;0;0;pending
108;1907-04-22;1907-05-08;;Exposition H.-E. Cross;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;85;1;proof read
109;1907-04-22;1907-10-31;;VII. Esposizione Internazionale d’Arte della Città di Venezia;Venice;Giardini Pubblici;group;Città di Venezia;1340;471;completed
97;1907-04-27;;;Tavaszi kiállitás;Budapest;Műcsarnok;group;Országos Magyar Képzőművészeti Társulat;387;107;proof read
110;1907-04-30;1907-05-19;;Exposition de Peintures;Paris;Galerie B. Weill;group;Galerie B. Weill;41;5;proof read
1197;1907-05-00;;;[Hermann-Paul und Pierre Laprade];Vienna;Galerie Miethke;group;Galerie Miethke;0;0;pending
1103;1907-05-00;1907-06-00;;Exposition de l'Œuvre De Eugène Carrière;Paris;Palais de l'Ecole des Beaux-Arts;solo;;287;1;proof read
1017;1907-05-00;1907-06-00;;Kollektiv-Ausstellung O. M. Miethke-Gutenegg;Vienna;Galerie Miethke;solo;Galerie Miethke;66;1;proof read
112;1907-05-00;1907-10-00;;Kölner Ausstellung 1907;Cologne;Ausstellungsgelände Botanischer Garten Flora;group;;0;0;pending
111;1907-05-00;;;Tavaszi kiállitás. Gauguin, Cézanne stb. művei;Budapest;Nemzeti Szalon;group;Nemzeti Szalon;239;78;proof read
113;1907-05-00;1907-06-00;;Thirty-eighth Exhibition of Modern Pictures. New English Art Club;London;Galleries in Dering Yard;group;New English Art Club;136;66;proof read
115;1907-05-01;1907-05-31;;Ausstellung französischer Kunstwerke;Stuttgart;Museum der bildenden Künste;group;Verein zur Förderung der Kunst;529;101;proof read
116;1907-05-01;1907-10-20;;Internationale Kunstausstellung Mannheim;Mannheim;Kunsthalle Mannheim;group;;929;257;proof read
114;1907-05-01;;;Société des Artistes Francais / Exposition Annuelle des Beaux-Arts, 125e Exposition;Paris;Grand Palais des Champs Elysées;group;Société des Artistes Français;0;0;pending
1143;1907-05-08;1907-06-22;;XXII. výstava S. V. U. Manes. Henri Le Sidaner a Louis Dejean;Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;85;1;completed
966;1907-05-10;1907-05-27;;IX. Jahrgang. Winter 1906/07. IX. Ausstellung. [Kollektion Isidore Verheyden];Berlin;Paul Cassirer;solo;Paul Cassirer;74;1;proof read
117;1907-05-11;1907-09-29;;Deutsch-Nationale Kunst-Ausstellung;Dusseldorf;Städtischer Kunstpalast;group;Städtischer Kunstpalast;353;197;in progress
61;1907-05-19;1907-06-02;;Exposition Vuillard;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;0;0;pending
816;1907-05-27;1907-06-15;;Exposition Camille Pissarro;Paris;Galerie Eug. Blot;solo;;27;1;proof read
971;1907-05-29;1907-06-00;29/05/1907 - end/06/1907;IX. Jahrgang. 1906/1907. X. Ausstellung. [Kollektion Leopold von Kalckreuth];Berlin;Paul Cassirer;group;Paul Cassirer;91;2;proof read
1008;1907-06-00;;;Miniatures and Water Colour Drawings by Miss Bess Norriss, A.R.M.S.;London;Stafford Gallery;solo;Stafford Gallery;46;1;proof read
1010;1907-06-00;;;Sholto Johnstone Douglas;London;Galleries of the Alpine Club;solo;Galleries of the Alpine Club;39;1;proof read
1030;1907-06-01;1907-07-31;;2e Exposition De la Société des Artistes Méridionaux au Capitole.;Toulouse;Capitole;group;Société des Artistes Méridionaux;456;28;proof read
118;1907-06-01;1907-10-00;01/061907 - end/10/1907;"Internationale Kunst-Ausstellung des Vereins bildender Künstler Münchens (E.V.) ""Secession""";Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";289;94;proof read
119;1907-06-03;1907-06-15;;Exposition des Oeuvres (Peinture et Sculpture) de MM. Bonnard, Maurice Denis, Hermann-Paul, Lacombe, Aristide Maillol, Ranson, K-X. Roussel, Sérusier, Vallotton et Vuillard;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;88;8;proof read
120;1907-06-17;1907-06-29;;Les Aquarelles de Cézanne;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;79;1;proof read
815;1907-06-18;1907-07-04;;Peintures de Paul De Castro, Francis Jourdain, Henri Morisset, Gaston Prunier, Alexandre Urbain. Dessins & eaux-fortes de Bernard Naudin. Bonshommes en bois tourné de Fernand Landolt;Paris;Galerie Eug. Blot;group;Galerie Eug. Blot;122;6;proof read
1024;1907-07-00;1907-09-00;07/1907 - end/09/1907;[IX. Jahrgang. Sommerausstellung];Berlin;Paul Cassirer;group;Paul Cassirer;0;0;pending
101;1907-07-00;;;Paintings and Drawings by Roger Fry and Hon. Neville Lytton;London;Galleries of the Alpine Club;group;Galleries of the Alpine Club;165;2;proof read
123;1907-07-00;1907-09-00;;Salon des Beaux-Arts d'Ostende;Ostend;Casino Kursaal Oostende;group;Ostende Centre d'Art;233;48;proof read
122;1907-07-00;1907-08-00;;Tentoonstelling van Aquarellen en Teekeningen Moderne Meesters en een collectie Teekeningen van Kees van Dongen;Amsterdam;Kunsthandel C. M. Van Gogh;group;Kunsthandel C. M. Van Gogh;87;28;completed
1198;1907-07-02;1907-10-09;;[Gustav Klimt];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
124;1907-08-00;;;Ausstellung von Werken von Max Beckmann in Berlin, Georg Minne in Laethem St. Martin;Weimar;Großherzogliches Museum für Kunst und Kunstgewerbe;group;;0;0;pending
1224;1907-08-25;1907-09-22;;II. výstava Výtvar. umělců moravských;Valašské Meziříčí;C.k. české gymnasium;group;Sdružení výtvarných umělců moravských;149;28;completed
127;1907-09-00;;autumn/1907;Thirty-Ninth Exhibition of Modern Pictures by the New English Art Club;London;Galleries in Dering Yard;group;New English Art Club;123;58;proof read
125;1907-09-01;1907-10-15;;Salon des Peintres Divisionnistes Italiens organisé par la Galerie d'Art A. Grubicy, de Milan;Paris;Serres de la Ville de Paris (Cours-la-Reine);group;Galerie d'Art A. Grubicy;290;17;proof read
1259;1907-09-07;;;Stedelijke Tentoonstelling van Kunstwerken van Levende Meesters;Amsterdam;Stedelijk Museum;group;Stedelijk Museum;868;361;completed
1199;1907-09-27;1907-10-00;;[Constantin Guys];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
973;1907-09-30;1907-10-18;;X. Jahrgang. 1907/1908. I. Ausstellung. [Kollektionen Paul Cézanne, Curt Herrmann, Henri Matisse, Edvard Munch];Berlin;Paul Cassirer;group;Paul Cassirer;132;4;proof read
121;1907-10-00;;;Les Dessins de Rodin;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;222;1;proof read
128;1907-10-00;1907-11-00;;Třiadvacátá výstava Spolku výtvarných umělců Manes v Praze 1907. Francouzští impressionisté;Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;156;40;proof read
1477;1907-10-01;1907-10-22;;Salon d'Automne. 5e Exposition;Paris;Grand Palais des Champs Elysées;group;Société du Salon d'Automne;0;0;pending
1129;1907-10-05;1907-11-00;;Hagenbund. XXIII. Ausstellung;Vienna;Räume des Künstlerbundes Hagen - Zedlitzgasse;group;Künstlerbund Hagen / Hagenbund;247;51;proof read
1113;1907-10-12;1907-11-10;;Kollektiv-Ausstellung. Josef Vaic, Vojtěch Preissig;Vienna;Galerie Miethke;group;Galerie Miethke;110;2;proof read
1161;1907-10-17;1907-11-00;;Kollektion Gustaf G. Groeger;Vienna;Galerie Miethke;solo;Galerie Miethke;47;1;proof read
974;1907-10-19;1907-11-03;;X. Jahrgang. 1907/1908. II. Ausstellung. [Kollektionen Philipp Franck, Ferdinand Hodler, Walter Leistikow, Karl Walser];Berlin;Paul Cassirer;group;Paul Cassirer;53;8;proof read
130;1907-10-24;1907-11-10;;Exposition de sculptures nouvelles par Camille Claudel et de peintures par Manguin, Marquet, Puy;Paris;Galerie Eug. Blot;group;Galerie Eug. Blot;34;3;proof read
1028;1907-10-25;1907-11-14;;Peintures de Pierre Girieud. Grès de F. Durio;Paris;Galerie Kahnweiler;solo;Galerie Kahnweiler;56;1;completed
1124;1907-11-00;;;Márk Lajos gyűjteményes kiállítása;Budapest;Nemzeti Szalon;solo;Nemzeti Szalon;152;1;proof read
991;1907-11-00;1907-12-00;;The Society of 25 Painters. Third London Exhibition;London;Goupil Gallery;group;Goupil Gallery;80;24;proof read
1439;1907-11-02;1907-11-30;;[Camoin, Derain, Marquet, Matisse, Friesz, Dufy, Vlaminck];Paris;Galerie B. Weill;group;;0;0;pending
976;1907-11-04;1907-12-04;;[X. Jahrgang. 1907/1908. III. Ausstellung]. Eugène Delacroix;Berlin;Paul Cassirer;group;Paul Cassirer;0;0;pending
131;1907-11-04;1907-11-16;;Exposition Othon Friesz;Paris;Galerie Druet;solo;Galerie Druet;39;1;completed
132;1907-11-14;1907-11-30;;Fleurs et Natures Mortes;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;92;30;proof read
1130;1907-12-00;;;Hagenbund. Zügel. Wrba. Zanetti. XXIV. Ausstellung;Vienna;Räume des Künstlerbundes Hagen - Zedlitzgasse;group;Künstlerbund Hagen / Hagenbund;121;2;proof read
134;1907-12-00;;;Modern francia nagymesterek tárlata. Magyar müvészek karácsonyi művásárja és az Éremkedvelők Egyesületének kiállitása;Budapest;Nemzeti Szalon;group;Nemzeti Szalon;276;85;proof read
1128;1907-12-02;1907-12-14;;L'Atelier de Sisley;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;24;2;proof read
133;1907-12-06;1908-01-05;;Vierzehnte Ausstellung der Berliner Secession, Zeichnende Künste;Berlin;Paul Cassirer;group;Berliner Secession;447;73;proof read
135;1907-12-10;1907-12-31;;Exposition de Cent Vingt Tableautins, Peintures, Aquarelles, Pastels et Dessins;Paris;Galerie Eug. Blot;group;Galerie Eug. Blot;120;49;completed
136;1907-12-16;1908-01-04;;Portraits d'Hommes;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;155;92;proof read
146;1907-12-27;1908-01-15;;"Выставка Картин ""Стефанос""";Moscow;Дом Строгановскаго училища;group;;165;23;proof read
1054;1907-12-28;1908-02-00;28/12/1907 - beg/02/1908;"Winter-Ausstellung des Vereins bildender Künstler Münchens ""Secession""";Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";237;3;proof read
785;1908-00-00;;;Ausstellung Belgischer Kunst unter den Auspicien der Gesellschaft L'Art Contemporain d'Anvers;Vienna;Galerie Arnot;group;"Galerie Arnot; Société L'Art Contemporain d'Anvers";43;9;proof read
1123;1908-00-00;;;Exposition Permanente;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;33;27;proof read
154;1908-00-00;;;Fünfzehnte Ausstellung der Berliner Secession;Berlin;Ausstellungshaus am Kurfürstendamm 208/9;group;Berliner Secession;345;112;proof read
138;1908-00-00;;;Hollósi Simon, Feiks Jenő, Feiks Alfréd, Jules Pascin, Kubin Alfréd, Kober Leo kiállitása;Budapest;Könyves Kálmán Szalon;group;Könyves Kálmán Szalon;185;7;proof read
765;1908-00-00;;;Kaiser-Huldigungs-Ausstellung Hagenbund-Manes-Sztuka;Vienna;Gebäude der Secession;group;Künstlerbund Hagen / Hagenbund;143;51;completed
137;1908-00-00;;;Max Liebermann, Louis Corinth, Walter Leistikow, Max Slevogt kiállitása;Budapest;Könyves Kálmán Szalon;group;Könyves Kálmán Szalon;103;4;proof read
194;1908-00-00;1909-00-00;;VI выставка картин Союза Русских Художников;Moscow;Moscow (exact location unknown);group;;419;49;completed
140;1908-00-00;;;XV Выставка Картин Московскаго Товарищества Художников;Moscow;Moscow (exact location unknown);group;;179;46;proof read
192;1908-00-00;;;XVI Выставка Картин Московского Товарищества Художников;Moscow;Moscow (exact location unknown);group;;275;43;proof read
1476;1908-00-00;;;Звено;Kiev;Kiev (exact location unknown);group;;267;19;completed
195;1908-00-00;1909-00-00;;Салон 1909;Saint Petersburg;"V pomeshenijah muzeja i ""menshikovskih komnatah""";group;;496;69;proof read
1117;1908-01-00;;;Kollektiv-Ausstellung. Maria Slavona, Richard Pollak-Karlin;Vienna;Galerie Miethke;group;Galerie Miethke;52;2;proof read
